description,drugbank-id,name,reagent-id
The risk or severity of adverse effects can be increased when Serrapeptase is combined with Pitolisant.,DB13131,Pitolisant,DB11642
The serum concentration of Thioproperazine can be increased when it is combined with Artemisinin.,DB13132,Thioproperazine,DB01622
The risk or severity of adverse effects can be increased when Fluindione is combined with Azficel-T.,DB13136,Azficel-T,DB11051
The serum concentration of Levosalbutamol can be decreased when it is combined with Apalutamide.,DB05761,Apalutamide,DB11901
"The serum concentration of Ambroxol acefyllinate can be decreased when it is combined with (1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE.",DB13141,"(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE",DB08044
The therapeutic efficacy of Menthol can be decreased when used in combination with Calcium glubionate.,DB13142,Menthol,DB00825
Methallenestril may increase the thrombogenic activities of Conestat alfa.,DB13143,Conestat alfa,DB09228
The serum concentration of Phenytoin can be decreased when it is combined with Nedaplatin.,DB13145,Phenytoin,DB00252
The serum concentration of Fluciclovine (18F) can be decreased when it is combined with Apalutamide.,DB13146,Apalutamide,DB11901
The risk or severity of adverse effects can be increased when Protein S human is combined with Azficel-T.,DB13149,Azficel-T,DB11051
The risk or severity of thrombotic microangiopathy can be increased when Emicizumab is combined with Anti-inhibitor coagulant complex.,DB13151,Emicizumab,DB13923
The risk or severity of adverse effects can be increased when Aminocaproic Acid is combined with Coagulation Factor IX Human.,DB13152,Aminocaproic Acid,DB00513
The serum concentration of Levomenol can be decreased when it is combined with Apalutamide.,DB13153,Apalutamide,DB11901
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Clobetasone.,DB13158,Corticorelin ovine triflutate,DB09067
Alphaprodine may increase the constipating activities of Ramosetron.,DB13160,Ramosetron,DB09290
Trimethoprim may increase the hyperkalemic activities of Zofenopril.,DB13166,Trimethoprim,DB00440
The risk or severity of adverse effects can be increased when Alclofenac is combined with Pitolisant.,DB13167,Pitolisant,DB11642
Fluticasone may increase the fluid retaining activities of Nandrolone.,DB13169,Fluticasone,DB13867
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Tunicamycin.,DB13172,Picosulfuric acid,DB09268
The serum concentration of Rilpivirine can be increased when it is combined with Rhein.,DB13174,Rilpivirine,DB08864
The serum concentration of Troleandomycin can be increased when it is combined with Dasatinib.,DB01361,Dasatinib,DB01254
Gluconic Acid can cause a decrease in the absorption of Technetium Tc-99m oxidronate resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09408,Technetium Tc-99m oxidronate,DB09139
Daidzein may increase the thrombogenic activities of Conestat alfa.,DB13182,Conestat alfa,DB09228
The serum concentration of Lithium can be decreased when it is combined with Calcitonin porcine.,DB13189,Lithium,DB01356
The risk or severity of sedation and somnolence can be increased when Valerian is combined with Deutetrabenazine.,DB13196,Deutetrabenazine,DB12161
Dinutuximab may increase the myelosuppressive activities of Lipegfilgrastim.,DB13200,Dinutuximab,DB09077
The serum concentration of Mevastatin can be decreased when it is combined with Bismuth subnitrate.,DB13209,Mevastatin,DB06693
Iloprost may increase the hypotensive activities of Guanoxan.,DB13211,Iloprost,DB01088
The risk or severity of adverse effects can be increased when Fentiazac is combined with Pitolisant.,DB13217,Pitolisant,DB11642
The risk or severity of adverse effects can be increased when Tribenoside is combined with Pitolisant.,DB13227,Pitolisant,DB11642
The therapeutic efficacy of Menthol can be decreased when used in combination with Calcium lactate.,DB13231,Menthol,DB00825
The risk or severity of adverse effects can be increased when Nordazepam is combined with Alaproclate.,DB13233,Nordazepam,DB14028
Trastuzumab may increase the neutropenic activities of Begelomab.,DB13241,Trastuzumab,DB00072
The serum concentration of Mevastatin can be decreased when it is combined with Magnesium silicate.,DB13249,Mevastatin,DB06693
The risk or severity of adverse effects can be increased when Propatyl nitrate is combined with Rosiglitazone.,DB13255,Rosiglitazone,DB00412
Ferrous sulfate can cause a decrease in the absorption of Technetium Tc-99m oxidronate resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB13257,Technetium Tc-99m oxidronate,DB09139
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Ethyl chloride.,DB13259,Doxylamine,DB00366
Sitafloxacin may increase the QTc-prolonging activities of Delamanid.,DB13261,Delamanid,DB11637
The serum concentration of Cefatrizine can be increased when it is combined with Probenecid.,DB13266,Probenecid,DB01032
The serum concentration of Ipecac can be increased when it is combined with Dasatinib.,DB13293,Dasatinib,DB01254
The risk or severity of adverse effects can be increased when Atracurium is combined with Nicomorphine.,DB13295,Nicomorphine,DB13454
The risk or severity of adverse effects can be increased when Licorice is combined with Proscillaridin.,DB13307,Licorice,DB10675
The risk or severity of adverse effects can be increased when Alminoprofen is combined with Pitolisant.,DB13314,Pitolisant,DB11642
The serum concentration of Mevastatin can be decreased when it is combined with Hydrotalcite.,DB13322,Mevastatin,DB06693
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Trichloroethylene.,DB13323,Doxylamine,DB00366
Dihydroergocristine may increase the hypertensive activities of Lofexidine.,DB13345,Lofexidine,DB04948
The risk or severity of adverse effects can be increased when Bufexamac is combined with Pitolisant.,DB13346,Pitolisant,DB11642
The therapeutic efficacy of Deanol can be increased when used in combination with Isocarboxazid.,DB13352,Isocarboxazid,DB01247
Iloprost may increase the hypotensive activities of Vincamine.,DB13374,Iloprost,DB01088
Cyclophosphamide may increase the cardiotoxic activities of Edrecolomab.,DB13375,Cyclophosphamide,DB00531
The therapeutic efficacy of Pitolisant can be decreased when used in combination with Melitracen.,DB13384,Pitolisant,DB11642
Esatenolol may increase the hypoglycemic activities of Metahexamide.,DB13443,Metahexamide,DB13675
The serum concentration of Midecamycin can be increased when it is combined with Dasatinib.,DB13456,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of Lentinan.,DB13480,Cyclophosphamide,DB00531
The risk or severity of hypotension can be increased when Racepinephrine is combined with Bencyclane.,DB13488,Racepinephrine,DB11124
The risk or severity of adverse effects can be increased when Otilonium is combined with Nicomorphine.,DB13500,Nicomorphine,DB13454
The risk or severity of adverse effects can be increased when Tyrothricin is combined with Epibatidine.,DB13503,Epibatidine,DB07720
Cloranolol may increase the hypoglycemic activities of Metahexamide.,DB13508,Metahexamide,DB13675
The risk or severity of adverse effects can be increased when Aloxiprin is combined with Fluticasone.,DB13509,Fluticasone,DB13867
The risk or severity of adverse effects can be increased when Pranoprofen is combined with Pitolisant.,DB13514,Pitolisant,DB11642
Metergoline may increase the hypertensive activities of Lofexidine.,DB13520,Lofexidine,DB04948
Mepindolol may increase the hypoglycemic activities of Metahexamide.,DB13530,Metahexamide,DB13675
Iloprost may increase the hypotensive activities of Cyclopenthiazide.,DB13532,Iloprost,DB01088
The therapeutic efficacy of Mephenesin can be increased when used in combination with Lorpiprazole.,DB13583,Lorpiprazole,DB09195
Fluticasone may increase the fluid retaining activities of Mesterolone.,DB13587,Fluticasone,DB13867
The serum concentration of Mevastatin can be decreased when it is combined with Almasilate.,DB13595,Mevastatin,DB06693
The risk or severity of adverse effects can be increased when Carbaspirin calcium is combined with Pitolisant.,DB13612,Pitolisant,DB11642
The therapeutic efficacy of Mifamurtide can be decreased when used in combination with Fluocortolone.,DB13615,Fluocortolone,DB08971
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Loprazolam.,DB13643,Doxylamine,DB00366
Cyclophosphamide may increase the cardiotoxic activities of Semustine.,DB13647,Cyclophosphamide,DB00531
The serum concentration of Mevastatin can be decreased when it is combined with Aloglutamol.,DB13650,Mevastatin,DB06693
The serum concentration of Dolutegravir can be decreased when it is combined with Montmorillonite.,DB13654,Dolutegravir,DB08930
The serum concentration of Methotrexate can be increased when it is combined with Propicillin.,DB13660,Methotrexate,DB00563
The serum concentration of Cefozopran can be increased when it is combined with Probenecid.,DB13667,Probenecid,DB01032
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Dexchlorpheniramine.",DB13679,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
The serum concentration of Cefpirome can be increased when it is combined with Probenecid.,DB13682,Probenecid,DB01032
The risk or severity of hyperkalemia can be increased when Tacalcitol is combined with Benzthiazide.,DB13689,Benzthiazide,DB00562
The risk or severity of adverse effects can be increased when Distigmine is combined with Epibatidine.,DB13694,Epibatidine,DB07720
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Pristinamycin.,DB13704,Picosulfuric acid,DB09268
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Tritoqualine.",DB13711,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
The serum concentration of Bioallethrin can be increased when it is combined with Dasatinib.,DB13746,Dasatinib,DB01254
Epanolol may increase the hypoglycemic activities of Metahexamide.,DB13757,Metahexamide,DB13675
The serum concentration of Varenicline can be increased when it is combined with Niperotidine.,DB13760,Varenicline,DB01273
Rufloxacin may increase the QTc-prolonging activities of Delamanid.,DB13772,Delamanid,DB11637
Tertatolol may increase the hypoglycemic activities of Metahexamide.,DB13775,Metahexamide,DB13675
Racepinephrine may decrease the vasoconstricting activities of Xamoterol.,DB13781,Racepinephrine,DB11124
The risk or severity of adverse effects can be increased when Acemetacin is combined with Pitolisant.,DB13783,Pitolisant,DB11642
The risk or severity of adverse effects can be increased when Dexketoprofen is combined with Clopamide.,DB13792,Dexketoprofen,DB09214
The therapeutic efficacy of Menthol can be decreased when used in combination with Calcium levulinate.,DB13800,Menthol,DB00825
The risk or severity of sedation and somnolence can be increased when Reposal is combined with Deutetrabenazine.,DB13805,Deutetrabenazine,DB12161
Cyclophosphamide may increase the cardiotoxic activities of Paclitaxel poliglumex.,DB13809,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Oblimersen.,DB13811,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Ranimustine.,DB13832,Cyclophosphamide,DB00531
The risk or severity of hypotension can be increased when Racepinephrine is combined with Caroverine.,DB13835,Racepinephrine,DB11124
The serum concentration of Methotrexate can be increased when it is combined with Metampicillin.,DB13836,Methotrexate,DB00563
The risk or severity of sedation can be increased when Lorpiprazole is combined with Doxefazepam.,DB13837,Lorpiprazole,DB09195
The therapeutic efficacy of Mifamurtide can be decreased when used in combination with Cloprednol.,DB13843,Mifamurtide,DB13615
The therapeutic efficacy of Ursodeoxycholic acid can be decreased when used in combination with Clofibride.,DB13849,Ursodeoxycholic acid,DB01586
The serum concentration of Artemotil can be decreased when it is combined with Tafenoquine.,DB13851,Tafenoquine,DB06608
Demegestone may increase the thrombogenic activities of Conestat alfa.,DB13857,Conestat alfa,DB09228
The risk or severity of adverse effects can be increased when Hemoglobin crosfumaril is combined with Fluticasone.,DB13864,Fluticasone,DB13867
Ethynodiol may increase the thrombogenic activities of Conestat alfa.,DB13866,Conestat alfa,DB09228
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Fluticasone.,DB13867,Corticorelin ovine triflutate,DB09067
Trastuzumab may increase the neutropenic activities of Adefovir.,DB13868,Trastuzumab,DB00072
The serum concentration of Albendazole oxide can be decreased when it is combined with Tafenoquine.,DB13871,Tafenoquine,DB06608
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Lormetazepam.,DB13872,Doxylamine,DB00366
The therapeutic efficacy of Ursodeoxycholic acid can be decreased when used in combination with Fenofibric acid.,DB13873,Ursodeoxycholic acid,DB01586
The serum concentration of Enasidenib can be increased when it is combined with Dasatinib.,DB13874,Dasatinib,DB01254
