class,description,direct-parent,drugbank-id,kingdom,subclass,superclass
Pyridines and derivatives,This compound belongs to the class of organic compounds known as phenylpyridines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyridine ring through a CC or CN bond.,Phenylpyridines,DB08251,Organic compounds,Phenylpyridines,Organoheterocyclic compounds
Naphthalenes,This compound belongs to the class of organic compounds known as naphthols and derivatives. These are naphthalene derivatives carrying one or more hydroxyl (-OH) groups at any ring position.,Naphthols and derivatives,DB08252,Organic compounds,Naphthols and derivatives,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,Alpha amino acid amides,DB08253,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Naphthalenes,This compound belongs to the class of organic compounds known as 2-naphthalene sulfonates. These are organic aromatic compounds that contain a naphthalene moiety that carries a sulfonic acid group at the 2-position. Naphthalene is a bicyclic compound that is made up of two fused benzene ring.,2-naphthalene sulfonates,DB08254,Organic compounds,Naphthalene sulfonic acids and derivatives,Benzenoids
Organooxygen compounds,"This compound belongs to the class of organic compounds known as monosaccharides. These are compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.",Monosaccharides,DB08255,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as n-carbamoyl-alpha amino acids. These are compounds containing an alpha amino acid which bears an carbamoyl group at its terminal nitrogen atom.,N-carbamoyl-alpha amino acids,DB08256,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as gamma amino acids and derivatives. These are amino acids having a (-NH2) group attached to the gamma carbon atom.,Gamma amino acids and derivatives,DB08257,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Fatty Acyls,This compound belongs to the class of organic compounds known as medium-chain fatty acids. These are fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.,Medium-chain fatty acids,DB08258,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
Fatty Acyls,This compound belongs to the class of organic compounds known as medium-chain fatty acids. These are fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.,Medium-chain fatty acids,DB08259,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
Oxepanes,"This compound belongs to the class of organic compounds known as oxepanes. These are compounds containing an oxepane ring, which is a seven-member saturated aliphatic heterocycle with one oxygen and six carbon atoms.",Oxepanes,DB08260,Organic compounds,,Organoheterocyclic compounds
Naphthalenes,"This compound belongs to the class of organic compounds known as naphthalenecarboxylic acids and derivatives. These are compounds containing a naphthalene moiety, which bears a carboxylic acid group or a derivative at one or more positions. Naphthalene is a bicyclic compound that is made up of two fused benzene ring.",Naphthalenecarboxylic acids and derivatives,DB08261,Organic compounds,Naphthalenecarboxylic acids and derivatives,Benzenoids
Naphthalenes,"This compound belongs to the class of organic compounds known as naphthalenecarboxylic acids. These are compounds containing a naphthalene moiety, which bears a carboxylic acid group one or more positions. Naphthalene is a bicyclic compound that is made up of two fused benzene ring.",Naphthalenecarboxylic acids,DB08262,Organic compounds,Naphthalenecarboxylic acids and derivatives,Benzenoids
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as phenylalanine and derivatives. These are compounds containing phenylalanine or a derivative thereof resulting from reaction of phenylalanine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Phenylalanine and derivatives,DB08263,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Naphthalenes,"This compound belongs to the class of organic compounds known as naphthalenes. These are compounds containing a naphthalene moiety, which consists of two fused benzene rings.",Naphthalenes,DB08264,Organic compounds,,Benzenoids
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring.,Benzenesulfonamides,DB08265,Organic compounds,Benzenesulfonamides,Benzenoids
,,,DB08266,,,
Stilbenes,"This compound belongs to the class of organic compounds known as stilbenes. These are organic compounds containing a 1,2-diphenylethylene moiety. Stilbenes (C6-C2-C6 ) are derived from the common phenylpropene (C6-C3) skeleton building block. The introduction of one or more hydroxyl groups  to a phenyl ring lead to stilbenoids.",Stilbenes,DB08267,Organic compounds,,Phenylpropanoids and polyketides
Stilbenes,"This compound belongs to the class of organic compounds known as stilbenes. These are organic compounds containing a 1,2-diphenylethylene moiety. Stilbenes (C6-C2-C6 ) are derived from the common phenylpropene (C6-C3) skeleton building block. The introduction of one or more hydroxyl groups  to a phenyl ring lead to stilbenoids.",Stilbenes,DB08268,Organic compounds,,Phenylpropanoids and polyketides
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as leucine and derivatives. These are compounds containing leucine or a derivative thereof resulting from reaction of leucine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Leucine and derivatives,DB08270,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring.,Benzenesulfonamides,DB08271,Organic compounds,Benzenesulfonamides,Benzenoids
Naphthalenes,"This compound belongs to the class of organic compounds known as naphthalenes. These are compounds containing a naphthalene moiety, which consists of two fused benzene rings.",Naphthalenes,DB08272,Organic compounds,,Benzenoids
Phenols,"This compound belongs to the class of organic compounds known as nitrophenols. These are compounds containing a nitrophenol moiety, which consists of a benzene ring bearing both a hydroxyl group and a nitro group on two different ring carbon atoms.",Nitrophenols,DB08273,Organic compounds,Nitrophenols,Benzenoids
Cycloheptapyrans,"This compound belongs to the class of organic compounds known as cycloheptapyrans. These are organic heterocyclic compounds containing a cycloheptane derivative fused to a pyran. Pyran a six-membered heterocyclic, non-aromatic ring, made up of five carbon atoms and one oxygen atom and containing two double bonds.",Cycloheptapyrans,DB08274,Organic compounds,,Organoheterocyclic compounds
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as tyrosine and derivatives. These are compounds containing tyrosine or a derivative thereof resulting from reaction of tyrosine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Tyrosine and derivatives,DB08275,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Organic oxoanionic compounds,"This compound belongs to the class of organic compounds known as organic pyrophosphates. These are organic compounds containing the pyrophosphate oxoanion, with the structure OP([O-])(=O)OP(O)([O-])=O.",Organic pyrophosphates,DB08276,Organic compounds,Organic pyrophosphates,Organic oxygen compounds
Phenol ethers,This compound belongs to the class of organic compounds known as phenol ethers. These are aromatic compounds containing an ether group substituted with a benzene ring.,Phenol ethers,DB08277,Organic compounds,,Benzenoids
Quinolines and derivatives,"This compound belongs to the class of organic compounds known as fluoroquinolones. These are compounds containing a fluorine atom attached to a quinolone. Quinolone or benzo[b]pyridine is a bicyclic compound that consists of benzene fused to a pyridine, and bears a ketone group.",Fluoroquinolones,DB08278,Organic compounds,Quinolones and derivatives,Organoheterocyclic compounds
Thiophenes,This compound belongs to the class of organic compounds known as thiophene carboxylic acids. These are compounds containing a thiophene ring which bears a carboxylic acid group.,Thiophene carboxylic acids,DB08279,Organic compounds,Thiophene carboxylic acids and derivatives,Organoheterocyclic compounds
Phenol ethers,This compound belongs to the class of organic compounds known as anisoles. These are organic compounds containing a methoxybenzene or a derivative thereof.,Anisoles,DB08280,Organic compounds,Anisoles,Benzenoids
