atc-code,atc-level,description
J01CA05,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01CA05,J01CA,Penicillins with extended spectrum
J01CA05,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS"
J01CA05,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01CA05,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01CE09,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
J01CE09,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS"
J01CE09,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01CE09,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01CE09,J01CE,Beta-lactamase sensitive penicillins
J01CE09,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS"
J01CE09,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01CE09,J,ANTIINFECTIVES FOR SYSTEMIC USE
C05AX04,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use
C05AX04,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
C05AX04,C05,VASOPROTECTIVES
C05AX04,C,CARDIOVASCULAR SYSTEM
A12CB01,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use
A12CB01,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
A12CB01,C05,VASOPROTECTIVES
A12CB01,C,CARDIOVASCULAR SYSTEM
A12CB01,A12CB,Zinc
A12CB01,A12C,OTHER MINERAL SUPPLEMENTS
A12CB01,A12,MINERAL SUPPLEMENTS
A12CB01,A,ALIMENTARY TRACT AND METABOLISM
J01CE08,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
J01CE08,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS"
J01CE08,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01CE08,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01CE08,J01CE,Beta-lactamase sensitive penicillins
J01CE08,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS"
J01CE08,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01CE08,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01CG01,J01CG,Beta-lactamase inhibitors
J01CG01,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS"
J01CG01,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01CG01,J,ANTIINFECTIVES FOR SYSTEMIC USE
A01AA01,A01AA,Caries prophylactic agents
A01AA01,A01A,STOMATOLOGICAL PREPARATIONS
A01AA01,A01,STOMATOLOGICAL PREPARATIONS
A01AA01,A,ALIMENTARY TRACT AND METABOLISM
A01AA01,A12CD,Fluoride
A01AA01,A12C,OTHER MINERAL SUPPLEMENTS
A01AA01,A12,MINERAL SUPPLEMENTS
A01AA01,A,ALIMENTARY TRACT AND METABOLISM
A01AA01,A01AA,Caries prophylactic agents
A01AA01,A01A,STOMATOLOGICAL PREPARATIONS
A01AA01,A01,STOMATOLOGICAL PREPARATIONS
A01AA01,A,ALIMENTARY TRACT AND METABOLISM
V08AC08,V08AC,"Watersoluble, hepatotropic X-ray contrast media"
V08AC08,V08A,"X-RAY CONTRAST MEDIA, IODINATED"
V08AC08,V08,CONTRAST MEDIA
V08AC08,V,VARIOUS
V08AC08,V08AC,"Watersoluble, hepatotropic X-ray contrast media"
V08AC08,V08A,"X-RAY CONTRAST MEDIA, IODINATED"
V08AC08,V08,CONTRAST MEDIA
V08AC08,V,VARIOUS
V03AN05,V03AN,Medical gases
V03AN05,V03A,ALL OTHER THERAPEUTIC PRODUCTS
V03AN05,V03,ALL OTHER THERAPEUTIC PRODUCTS
V03AN05,V,VARIOUS
C03BC01,C03BC,Mercurial diuretics
C03BC01,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
C03BC01,C03,DIURETICS
C03BC01,C,CARDIOVASCULAR SYSTEM
V08AC09,V08AC,"Watersoluble, hepatotropic X-ray contrast media"
V08AC09,V08A,"X-RAY CONTRAST MEDIA, IODINATED"
V08AC09,V08,CONTRAST MEDIA
V08AC09,V,VARIOUS
B05CX01,V06DC,Carbohydrates
B05CX01,V06D,OTHER NUTRIENTS
B05CX01,V06,GENERAL NUTRIENTS
B05CX01,V,VARIOUS
B05CX01,C05BB,Sclerosing agents for local injection
B05CX01,C05B,ANTIVARICOSE THERAPY
B05CX01,C05,VASOPROTECTIVES
B05CX01,C,CARDIOVASCULAR SYSTEM
B05CX01,V04CA,Tests for diabetes
B05CX01,V04C,OTHER DIAGNOSTIC AGENTS
B05CX01,V04,DIAGNOSTIC AGENTS
B05CX01,V,VARIOUS
B05CX01,B05CX,Other irrigating solutions
B05CX01,B05C,IRRIGATING SOLUTIONS
B05CX01,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05CX01,B,BLOOD AND BLOOD FORMING ORGANS
C05BB03,C05BB,Sclerosing agents for local injection
C05BB03,C05B,ANTIVARICOSE THERAPY
C05BB03,C05,VASOPROTECTIVES
C05BB03,C,CARDIOVASCULAR SYSTEM
D04AB07,C05AD,Local anesthetics
D04AB07,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
D04AB07,C05,VASOPROTECTIVES
D04AB07,C,CARDIOVASCULAR SYSTEM
D04AB07,D04AB,Anesthetics for topical use
D04AB07,D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC."
D04AB07,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC."
D04AB07,D,DERMATOLOGICALS
V08AA02,V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
V08AA02,V08A,"X-RAY CONTRAST MEDIA, IODINATED"
V08AA02,V08,CONTRAST MEDIA
V08AA02,V,VARIOUS
V08AA07,V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
V08AA07,V08A,"X-RAY CONTRAST MEDIA, IODINATED"
V08AA07,V08,CONTRAST MEDIA
V08AA07,V,VARIOUS
D10AB02,D10AB,Preparations containing sulfur
D10AB02,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE
D10AB02,D10,ANTI-ACNE PREPARATIONS
D10AB02,D,DERMATOLOGICALS
S01XA12,A11HA,Other plain vitamin preparations
S01XA12,A11H,OTHER PLAIN VITAMIN PREPARATIONS
S01XA12,A11,VITAMINS
S01XA12,A,ALIMENTARY TRACT AND METABOLISM
S01XA12,D03AX,Other cicatrizants
S01XA12,D03A,CICATRIZANTS
S01XA12,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
S01XA12,D,DERMATOLOGICALS
S01XA12,S01XA,Other ophthalmologicals
S01XA12,S01X,OTHER OPHTHALMOLOGICALS
S01XA12,S01,OPHTHALMOLOGICALS
S01XA12,S,SENSORY ORGANS
V08AD03,V08AD,Non-watersoluble X-ray contrast media
V08AD03,V08A,"X-RAY CONTRAST MEDIA, IODINATED"
V08AD03,V08,CONTRAST MEDIA
V08AD03,V,VARIOUS
L02AA02,L02AA,Estrogens
L02AA02,L02A,HORMONES AND RELATED AGENTS
L02AA02,L02,ENDOCRINE THERAPY
L02AA02,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
G03FA09,G03FA,"Progestogens and estrogens, fixed combinations"
G03FA09,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03FA09,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03FA09,G,GENITO URINARY SYSTEM AND SEX HORMONES
B06AA04,S01KX,Other surgical aids
B06AA04,S01K,SURGICAL AIDS
B06AA04,S01,OPHTHALMOLOGICALS
B06AA04,S,SENSORY ORGANS
B06AA04,B06AA,Enzymes
B06AA04,B06A,OTHER HEMATOLOGICAL AGENTS
B06AA04,B06,OTHER HEMATOLOGICAL AGENTS
B06AA04,B,BLOOD AND BLOOD FORMING ORGANS
H02AB15,H02AB,Glucocorticoids
H02AB15,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN"
H02AB15,H02,CORTICOSTEROIDS FOR SYSTEMIC USE
H02AB15,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
G03AA06,G03FB,"Progestogens and estrogens, sequential preparations"
G03AA06,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03AA06,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AA06,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AA06,G03FA,"Progestogens and estrogens, fixed combinations"
G03AA06,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03AA06,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AA06,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AA06,G03AA,"Progestogens and estrogens, fixed combinations"
G03AA06,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03AA06,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AA06,G,GENITO URINARY SYSTEM AND SEX HORMONES
B05BA01,B05BA,Solutions for parenteral nutrition
B05BA01,B05B,I.V. SOLUTIONS
B05BA01,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05BA01,B,BLOOD AND BLOOD FORMING ORGANS
B05XA08,B05XA,Electrolyte solutions
B05XA08,B05X,I.V. SOLUTION ADDITIVES
B05XA08,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05XA08,B,BLOOD AND BLOOD FORMING ORGANS
V09DB05,V09DB,"Technetium (99mTc), particles and colloids"
V09DB05,V09D,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM
V09DB05,V09,DIAGNOSTIC RADIOPHARMACEUTICALS
V09DB05,V,VARIOUS
V09IX06,V09IX,Other diagnostic radiopharmaceuticals for tumour detection
V09IX06,V09I,TUMOUR DETECTION
V09IX06,V09,DIAGNOSTIC RADIOPHARMACEUTICALS
V09IX06,V,VARIOUS
V08AC07,V08AC,"Watersoluble, hepatotropic X-ray contrast media"
V08AC07,V08A,"X-RAY CONTRAST MEDIA, IODINATED"
V08AC07,V08,CONTRAST MEDIA
V08AC07,V,VARIOUS
B05XA11,A12CC,Magnesium
B05XA11,A12C,OTHER MINERAL SUPPLEMENTS
B05XA11,A12,MINERAL SUPPLEMENTS
B05XA11,A,ALIMENTARY TRACT AND METABOLISM
B05XA11,B05XA,Electrolyte solutions
B05XA11,B05X,I.V. SOLUTION ADDITIVES
B05XA11,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05XA11,B,BLOOD AND BLOOD FORMING ORGANS
H03BC01,H03BC,Perchlorates
H03BC01,H03B,ANTITHYROID PREPARATIONS
H03BC01,H03,THYROID THERAPY
H03BC01,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
V09FX02,V09FX,Various thyroid diagnostic radiopharmaceuticals
V09FX02,V09F,THYROID
V09FX02,V09,DIAGNOSTIC RADIOPHARMACEUTICALS
V09FX02,V,VARIOUS
V04CJ02,V04CJ,Tests for thyreoidea function
V04CJ02,V04C,OTHER DIAGNOSTIC AGENTS
V04CJ02,V04,DIAGNOSTIC AGENTS
V04CJ02,V,VARIOUS
V09AX01,V09AX,Other central nervous system diagnostic radiopharmaceuticals
V09AX01,V09A,CENTRAL NERVOUS SYSTEM
V09AX01,V09,DIAGNOSTIC RADIOPHARMACEUTICALS
V09AX01,V,VARIOUS
A06AG01,A06AD,Osmotically acting laxatives
A06AG01,A06A,DRUGS FOR CONSTIPATION
A06AG01,A06,DRUGS FOR CONSTIPATION
A06AG01,A,ALIMENTARY TRACT AND METABOLISM
A06AG01,B05XA,Electrolyte solutions
A06AG01,B05X,I.V. SOLUTION ADDITIVES
A06AG01,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
A06AG01,B,BLOOD AND BLOOD FORMING ORGANS
A06AG01,A06AG,Enemas
A06AG01,A06A,DRUGS FOR CONSTIPATION
A06AG01,A06,DRUGS FOR CONSTIPATION
A06AG01,A,ALIMENTARY TRACT AND METABOLISM
A10AD02,A10AE,"Insulins and analogues for injection, long-acting"
A10AD02,A10A,INSULINS AND ANALOGUES
A10AD02,A10,DRUGS USED IN DIABETES
A10AD02,A,ALIMENTARY TRACT AND METABOLISM
A10AD02,A10AB,"Insulins and analogues for injection, fast-acting"
A10AD02,A10A,INSULINS AND ANALOGUES
A10AD02,A10,DRUGS USED IN DIABETES
A10AD02,A,ALIMENTARY TRACT AND METABOLISM
A10AD02,A10AC,"Insulins and analogues for injection, intermediate-acting"
A10AD02,A10A,INSULINS AND ANALOGUES
A10AD02,A10,DRUGS USED IN DIABETES
A10AD02,A,ALIMENTARY TRACT AND METABOLISM
A10AD02,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
A10AD02,A10A,INSULINS AND ANALOGUES
A10AD02,A10,DRUGS USED IN DIABETES
A10AD02,A,ALIMENTARY TRACT AND METABOLISM
A06AX01,A06AG,Enemas
A06AX01,A06A,DRUGS FOR CONSTIPATION
A06AX01,A06,DRUGS FOR CONSTIPATION
A06AX01,A,ALIMENTARY TRACT AND METABOLISM
A06AX01,A06AX,Other drugs for constipation
A06AX01,A06A,DRUGS FOR CONSTIPATION
A06AX01,A06,DRUGS FOR CONSTIPATION
A06AX01,A,ALIMENTARY TRACT AND METABOLISM
A06AD13,A12CA,Sodium
A06AD13,A12C,OTHER MINERAL SUPPLEMENTS
A06AD13,A12,MINERAL SUPPLEMENTS
A06AD13,A,ALIMENTARY TRACT AND METABOLISM
A06AD13,A06AD,Osmotically acting laxatives
A06AD13,A06A,DRUGS FOR CONSTIPATION
A06AD13,A06,DRUGS FOR CONSTIPATION
A06AD13,A,ALIMENTARY TRACT AND METABOLISM
A06AD01,A02AA,Magnesium compounds
A06AD01,A02A,ANTACIDS
A06AD01,A02,DRUGS FOR ACID RELATED DISORDERS
A06AD01,A,ALIMENTARY TRACT AND METABOLISM
A06AD01,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
A06AD01,V03A,ALL OTHER THERAPEUTIC PRODUCTS
A06AD01,V03,ALL OTHER THERAPEUTIC PRODUCTS
A06AD01,V,VARIOUS
A06AD01,A06AD,Osmotically acting laxatives
A06AD01,A06A,DRUGS FOR CONSTIPATION
A06AD01,A06,DRUGS FOR CONSTIPATION
A06AD01,A,ALIMENTARY TRACT AND METABOLISM
A01AA02,A12CD,Fluoride
A01AA02,A12C,OTHER MINERAL SUPPLEMENTS
A01AA02,A12,MINERAL SUPPLEMENTS
A01AA02,A,ALIMENTARY TRACT AND METABOLISM
A01AA02,A01AA,Caries prophylactic agents
A01AA02,A01A,STOMATOLOGICAL PREPARATIONS
A01AA02,A01,STOMATOLOGICAL PREPARATIONS
A01AA02,A,ALIMENTARY TRACT AND METABOLISM
V08AB06,V08AB,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
V08AB06,V08A,"X-RAY CONTRAST MEDIA, IODINATED"
V08AB06,V08,CONTRAST MEDIA
V08AB06,V,VARIOUS
R06AX18,R06AX,Other antihistamines for systemic use
R06AX18,R06A,ANTIHISTAMINES FOR SYSTEMIC USE
R06AX18,R06,ANTIHISTAMINES FOR SYSTEMIC USE
R06AX18,R,RESPIRATORY SYSTEM
D02BA02,D02BA,Protectives against UV-radiation for topical use
D02BA02,D02B,PROTECTIVES AGAINST UV-RADIATION
D02BA02,D02,EMOLLIENTS AND PROTECTIVES
D02BA02,D,DERMATOLOGICALS
V10BX01,V10BX,Various pain palliation radiopharmaceuticals
V10BX01,V10B,PAIN PALLIATION (BONE SEEKING AGENTS)
V10BX01,V10,THERAPEUTIC RADIOPHARMACEUTICALS
V10BX01,V,VARIOUS
V09IX04,V09IX,Other diagnostic radiopharmaceuticals for tumour detection
V09IX04,V09I,TUMOUR DETECTION
V09IX04,V09,DIAGNOSTIC RADIOPHARMACEUTICALS
V09IX04,V,VARIOUS
D11AX06,D11AX,Other dermatologicals
D11AX06,D11A,OTHER DERMATOLOGICAL PREPARATIONS
D11AX06,D11,OTHER DERMATOLOGICAL PREPARATIONS
D11AX06,D,DERMATOLOGICALS
D11AX11,D11AX,Other dermatologicals
D11AX11,D11A,OTHER DERMATOLOGICAL PREPARATIONS
D11AX11,D11,OTHER DERMATOLOGICAL PREPARATIONS
D11AX11,D,DERMATOLOGICALS
B06AA10,B06AA,Enzymes
B06AA10,B06A,OTHER HEMATOLOGICAL AGENTS
B06AA10,B06,OTHER HEMATOLOGICAL AGENTS
B06AA10,B,BLOOD AND BLOOD FORMING ORGANS
B06AA10,B06AA,Enzymes
B06AA10,B06A,OTHER HEMATOLOGICAL AGENTS
B06AA10,B06,OTHER HEMATOLOGICAL AGENTS
B06AA10,B,BLOOD AND BLOOD FORMING ORGANS
L01XC22,L01XC,Monoclonal antibodies
L01XC22,L01X,OTHER ANTINEOPLASTIC AGENTS
L01XC22,L01,ANTINEOPLASTIC AGENTS
L01XC22,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
B05XA14,B05XA,Electrolyte solutions
B05XA14,B05X,I.V. SOLUTION ADDITIVES
B05XA14,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05XA14,B,BLOOD AND BLOOD FORMING ORGANS
A10AE06,A10AE,"Insulins and analogues for injection, long-acting"
A10AE06,A10A,INSULINS AND ANALOGUES
A10AE06,A10,DRUGS USED IN DIABETES
A10AE06,A,ALIMENTARY TRACT AND METABOLISM
A10AE06,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
A10AE06,A10A,INSULINS AND ANALOGUES
A10AE06,A10,DRUGS USED IN DIABETES
A10AE06,A,ALIMENTARY TRACT AND METABOLISM
A10AE06,A10AE,"Insulins and analogues for injection, long-acting"
A10AE06,A10A,INSULINS AND ANALOGUES
A10AE06,A10,DRUGS USED IN DIABETES
A10AE06,A,ALIMENTARY TRACT AND METABOLISM
L01XX50,L01XX,Other antineoplastic agents
L01XX50,L01X,OTHER ANTINEOPLASTIC AGENTS
L01XX50,L01,ANTINEOPLASTIC AGENTS
L01XX50,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
J07BH01,J07BH,Rota virus diarrhea vaccines
J07BH01,J07B,VIRAL VACCINES
J07BH01,J07,VACCINES
J07BH01,J,ANTIINFECTIVES FOR SYSTEMIC USE
J06AA06,J06AA,Immune sera
J06AA06,J06A,IMMUNE SERA
J06AA06,J06,IMMUNE SERA AND IMMUNOGLOBULINS
J06AA06,J,ANTIINFECTIVES FOR SYSTEMIC USE
J07BJ01,J07BJ,Rubella vaccines
J07BJ01,J07B,VIRAL VACCINES
J07BJ01,J07,VACCINES
J07BJ01,J,ANTIINFECTIVES FOR SYSTEMIC USE
V01AA03,V01AA,Allergen extracts
V01AA03,V01A,ALLERGENS
V01AA03,V01,ALLERGENS
V01AA03,V,VARIOUS
V01AA03,V01AA,Allergen extracts
V01AA03,V01A,ALLERGENS
V01AA03,V01,ALLERGENS
V01AA03,V,VARIOUS
J07AM01,J07AM,Tetanus vaccines
J07AM01,J07A,BACTERIAL VACCINES
J07AM01,J07,VACCINES
J07AM01,J,ANTIINFECTIVES FOR SYSTEMIC USE
J07AM01,J07AM,Tetanus vaccines
J07AM01,J07A,BACTERIAL VACCINES
J07AM01,J07,VACCINES
J07AM01,J,ANTIINFECTIVES FOR SYSTEMIC USE
J07AM01,J07AM,Tetanus vaccines
J07AM01,J07A,BACTERIAL VACCINES
J07AM01,J07,VACCINES
J07AM01,J,ANTIINFECTIVES FOR SYSTEMIC USE
J07BL01,J07BL,Yellow fever vaccines
J07BL01,J07B,VIRAL VACCINES
J07BL01,J07,VACCINES
J07BL01,J,ANTIINFECTIVES FOR SYSTEMIC USE
A06AA01,A06AA,"Softeners, emollients"
A06AA01,A06A,DRUGS FOR CONSTIPATION
A06AA01,A06,DRUGS FOR CONSTIPATION
A06AA01,A,ALIMENTARY TRACT AND METABOLISM
A06AA01,A06AA,"Softeners, emollients"
A06AA01,A06A,DRUGS FOR CONSTIPATION
A06AA01,A06,DRUGS FOR CONSTIPATION
A06AA01,A,ALIMENTARY TRACT AND METABOLISM
A12CE01,A12CE,Selenium
A12CE01,A12C,OTHER MINERAL SUPPLEMENTS
A12CE01,A12,MINERAL SUPPLEMENTS
A12CE01,A,ALIMENTARY TRACT AND METABOLISM
G04BX12,G04BX,Other urologicals
G04BX12,G04B,UROLOGICALS
G04BX12,G04,UROLOGICALS
G04BX12,G,GENITO URINARY SYSTEM AND SEX HORMONES
R02AA06,B05CA,Antiinfectives
R02AA06,B05C,IRRIGATING SOLUTIONS
R02AA06,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
R02AA06,B,BLOOD AND BLOOD FORMING ORGANS
R02AA06,D08AJ,Quaternary ammonium compounds
R02AA06,D08A,ANTISEPTICS AND DISINFECTANTS
R02AA06,D08,ANTISEPTICS AND DISINFECTANTS
R02AA06,D,DERMATOLOGICALS
R02AA06,D09AA,Medicated dressings with antiinfectives
R02AA06,D09A,MEDICATED DRESSINGS
R02AA06,D09,MEDICATED DRESSINGS
R02AA06,D,DERMATOLOGICALS
R02AA06,R02AA,Antiseptics
R02AA06,R02A,THROAT PREPARATIONS
R02AA06,R02,THROAT PREPARATIONS
R02AA06,R,RESPIRATORY SYSTEM
S01KA02,S01KA,Viscoelastic substances
S01KA02,S01K,SURGICAL AIDS
S01KA02,S01,OPHTHALMOLOGICALS
S01KA02,S,SENSORY ORGANS
D08AL01,D08AL,Silver compounds
D08AL01,D08A,ANTISEPTICS AND DISINFECTANTS
D08AL01,D08,ANTISEPTICS AND DISINFECTANTS
D08AL01,D,DERMATOLOGICALS
D10AX01,D10AX,Other anti-acne preparations for topical use
D10AX01,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE
D10AX01,D10,ANTI-ACNE PREPARATIONS
D10AX01,D,DERMATOLOGICALS
D10AX02,S01AX,Other antiinfectives
D10AX02,S01A,ANTIINFECTIVES
D10AX02,S01,OPHTHALMOLOGICALS
D10AX02,S,SENSORY ORGANS
D10AX02,D10AX,Other anti-acne preparations for topical use
D10AX02,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE
D10AX02,D10,ANTI-ACNE PREPARATIONS
D10AX02,D,DERMATOLOGICALS
A06AA02,A06AG,Enemas
A06AA02,A06A,DRUGS FOR CONSTIPATION
A06AA02,A06,DRUGS FOR CONSTIPATION
A06AA02,A,ALIMENTARY TRACT AND METABOLISM
A06AA02,A06AA,"Softeners, emollients"
A06AA02,A06A,DRUGS FOR CONSTIPATION
A06AA02,A06,DRUGS FOR CONSTIPATION
A06AA02,A,ALIMENTARY TRACT AND METABOLISM
A01AB02,D08AX,Other antiseptics and disinfectants
A01AB02,D08A,ANTISEPTICS AND DISINFECTANTS
A01AB02,D08,ANTISEPTICS AND DISINFECTANTS
A01AB02,D,DERMATOLOGICALS
A01AB02,S02AA,Antiinfectives
A01AB02,S02A,ANTIINFECTIVES
A01AB02,S02,OTOLOGICALS
A01AB02,S,SENSORY ORGANS
A01AB02,A01AB,Antiinfectives and antiseptics for local oral treatment
A01AB02,A01A,STOMATOLOGICAL PREPARATIONS
A01AB02,A01,STOMATOLOGICAL PREPARATIONS
A01AB02,A,ALIMENTARY TRACT AND METABOLISM
A01AA04,A01AA,Caries prophylactic agents
A01AA04,A01A,STOMATOLOGICAL PREPARATIONS
A01AA04,A01,STOMATOLOGICAL PREPARATIONS
A01AA04,A,ALIMENTARY TRACT AND METABOLISM
A12AA13,A11GB,"Ascorbic acid (vitamin C), combinations"
A12AA13,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS"
A12AA13,A11,VITAMINS
A12AA13,A,ALIMENTARY TRACT AND METABOLISM
A12AA13,A12AA,Calcium
A12AA13,A12A,CALCIUM
A12AA13,A12,MINERAL SUPPLEMENTS
A12AA13,A,ALIMENTARY TRACT AND METABOLISM
B01AE01,B01AE,Direct thrombin inhibitors
B01AE01,B01A,ANTITHROMBOTIC AGENTS
B01AE01,B01,ANTITHROMBOTIC AGENTS
B01AE01,B,BLOOD AND BLOOD FORMING ORGANS
A12BA04,A12BA,Potassium
A12BA04,A12B,POTASSIUM
A12BA04,A12,MINERAL SUPPLEMENTS
A12BA04,A,ALIMENTARY TRACT AND METABOLISM
V08DA05,V08DA,Ultrasound contrast media
V08DA05,V08D,ULTRASOUND CONTRAST MEDIA
V08DA05,V08,CONTRAST MEDIA
V08DA05,V,VARIOUS
R02AA16,D09AA,Medicated dressings with antiinfectives
R02AA16,D09A,MEDICATED DRESSINGS
R02AA16,D09,MEDICATED DRESSINGS
R02AA16,D,DERMATOLOGICALS
R02AA16,D08AJ,Quaternary ammonium compounds
R02AA16,D08A,ANTISEPTICS AND DISINFECTANTS
R02AA16,D08,ANTISEPTICS AND DISINFECTANTS
R02AA16,D,DERMATOLOGICALS
R02AA16,R02AA,Antiseptics
R02AA16,R02A,THROAT PREPARATIONS
R02AA16,R02,THROAT PREPARATIONS
R02AA16,R,RESPIRATORY SYSTEM
A06AD19,B05CB,Salt solutions
A06AD19,B05C,IRRIGATING SOLUTIONS
A06AD19,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
A06AD19,B,BLOOD AND BLOOD FORMING ORGANS
A06AD19,A12CC,Magnesium
A06AD19,A12C,OTHER MINERAL SUPPLEMENTS
A06AD19,A12,MINERAL SUPPLEMENTS
A06AD19,A,ALIMENTARY TRACT AND METABOLISM
A06AD19,A06AD,Osmotically acting laxatives
A06AD19,A06A,DRUGS FOR CONSTIPATION
A06AD19,A06,DRUGS FOR CONSTIPATION
A06AD19,A,ALIMENTARY TRACT AND METABOLISM
A06AB05,A06AB,Contact laxatives
A06AB05,A06A,DRUGS FOR CONSTIPATION
A06AB05,A06,DRUGS FOR CONSTIPATION
A06AB05,A,ALIMENTARY TRACT AND METABOLISM
D01AE04,D01AE,Other antifungals for topical use
D01AE04,D01A,ANTIFUNGALS FOR TOPICAL USE
D01AE04,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE
D01AE04,D,DERMATOLOGICALS
D01AE04,D01AE,Other antifungals for topical use
D01AE04,D01A,ANTIFUNGALS FOR TOPICAL USE
D01AE04,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE
D01AE04,D,DERMATOLOGICALS
D08AE05,D08AE,Phenol and derivatives
D08AE05,D08A,ANTISEPTICS AND DISINFECTANTS
D08AE05,D08,ANTISEPTICS AND DISINFECTANTS
D08AE05,D,DERMATOLOGICALS
D08AX07,D08AX,Other antiseptics and disinfectants
D08AX07,D08A,ANTISEPTICS AND DISINFECTANTS
D08AX07,D08,ANTISEPTICS AND DISINFECTANTS
D08AX07,D,DERMATOLOGICALS
R02AA09,D08AJ,Quaternary ammonium compounds
R02AA09,D08A,ANTISEPTICS AND DISINFECTANTS
R02AA09,D08,ANTISEPTICS AND DISINFECTANTS
R02AA09,D,DERMATOLOGICALS
R02AA09,D08AJ,Quaternary ammonium compounds
R02AA09,D08A,ANTISEPTICS AND DISINFECTANTS
R02AA09,D08,ANTISEPTICS AND DISINFECTANTS
R02AA09,D,DERMATOLOGICALS
R02AA09,R02AA,Antiseptics
R02AA09,R02A,THROAT PREPARATIONS
R02AA09,R02,THROAT PREPARATIONS
R02AA09,R,RESPIRATORY SYSTEM
A12AA03,D11AX,Other dermatologicals
A12AA03,D11A,OTHER DERMATOLOGICAL PREPARATIONS
A12AA03,D11,OTHER DERMATOLOGICAL PREPARATIONS
A12AA03,D,DERMATOLOGICALS
A12AA03,A12AA,Calcium
A12AA03,A12A,CALCIUM
